"'Comd","'1 (Allied Command Europe Rapid Reaction Corps - ARRC) multinational corps HQ, 1 (6th) div HQ",
"'Armd","'1 div (1st) with (2 armd bde (7th and 20th) (each: 1 armd regt, 1 armd recce regt, 2 armd inf bn, 1 It inf bn); 1 mech bde (4th) with (1 armd regt, 1 armd recce regt, 1 armd inf bn, 1 mech inf bn, 2 It inf bn, 1 (Gurhka) It inf bn); 1 cbt spt gp with (3 SP arty regt; 1 AD regt; 3 cbt engr))",
"'Mech","'1 div (3rd) with (1 mech bde (1st) with (1 armd regt, 1 armd recce regt, 1 armd inf bn 1 mech inf bn, 2 It inf bn); 1 mech bde (12th) with (1 armd regt, 1 armd recce regt, 1 armd inf bn, 1 mech inf bn, 3 It inf bn); 1 It inf bde (19th) with (4 It inf bn); 1 cbt spt gp with (2 SP arty regt; 1 arty regt; 1 AD regt; 2 cbt engr regt; 2 engr regt))",
"'Lt Inf","'3 bn (London District); 2 bn (Cyprus); 1 (Gurkha) bn (Brunei)",
"'SF","'1 (SAS) regt; 1 (specl recce reg) regt; 1 (SF spt) gp (based on para bn)",
"'Air Aslt","'1 bde (16th) with (2 para bn, 2 air aslt bn, 1 arty regt, 1 engr regt, 2 atk hel regt, 1 It hel regt)",
"'Arty","'1 bde HQ",
"'STA","'1 regt",
"'MRL","'1 (MLRS) regt",
"'AD","'1 bde HQ (opcon RAF); 1 regt",
"'Engr","'1 force engr bde (4 EOD regt/bn, 1 Air Spt); 1 EOD bn",
"'Log","'2 log bde, 1 (log spt) bde",
"'Trg","'1 BG (based on 1 armd inf bn)",
"'Avn","'2 hel regt, 1 indep sqn, 3 indep flt",
"'ISR UAV","'1 regt",
,

'Confidence Scores % (Table Cell)
"'93.89648438","'96.67968750",
"'94.38476563","'97.16796875",
"'93.35937500","'96.19140625",
"'89.30664063","'91.94335938",
"'91.25976563","'93.99414063",
"'94.28710938","'97.07031250",
"'83.20312500","'85.69335938",
"'85.74218750","'88.33007813",
"'88.33007813","'90.96679688",
"'87.84179688","'90.47851563",
"'58.10546875","'59.86328125",
"'88.13476563","'90.82031250",
"'88.13476563","'90.82031250",
"'89.35546875","'91.99218750",
"'92.57812500","'95.36132813",
