"'Armd","'2 regt",
"'Armd Recce","'2 regt",
"'Lt Inf","'13 bn",
"'SF","'2 (SAS) regt",
"'Para","'1 bn",
"'Arty","'3 It regt",
"'STA","'1 regt",
"'MRL","'1 (MLRS) regt",
"'AD","'1 regt",
,

'Confidence Scores % (Table Cell)
"'89.74609375","'91.79687500",
"'88.57421875","'90.62500000",
"'87.69531250","'89.74609375",
"'89.40429688","'91.50390625",
"'88.52539063","'90.57617188",
"'88.72070313","'90.77148438",
"'84.61914063","'86.62109375",
"'83.93554688","'85.88867188",
"'89.84375000","'91.89453125",
